id,date,oppo,venue,result,bat_first,first_runs,first_wkts,first_all_out,first_notes,second_runs,second_wkts,second_all_out,second_notes,overs_opp,overs_tocc,tocc_w,tocc_nb,tocc_b,tocc_lb,opp_w,opp_nb,opp_b,opp_lb
-1,1999-06-19 00:00:00,Midland Bank IV,H,D,TOCC,216,3,,"Leadley 99, Dugdale 49, Sharpe 45",105,9,,"Morris 3-11, Young 3-16",32,38,14,2,8,2,4,2,2,2
-1,1999-06-20 00:00:00,Addington,A,D,Opp,165,7,,"De Mel M 61, Elliston 2-8",121,7,,"Mander C 30, Blackman 3-6",39,47,3,1,14,10,4,0,13,6
-1,1999-06-27 00:00:00,Sunderland Supporters,H,W,Opp,106,9,,Nichol 30,107,5,,Coloe 39,26,36,1,0,11,1,3,1,4,0
-1,1999-07-03 00:00:00,Churchleigh,A,L,TOCC,182,10,,"Mander A 61*, Mander N 24",184,5,,Wilkinson 62,38.2,32,1,0,1,1,7,1,18,4
-1,1999-07-04 00:00:00,Murray,A,L,TOCC,189,7,,"Howe 43, Nadeem 3-23",190,6,,Vagg 83,48,39.3,8,0,10,5,1,1,2,4
-1,1999-07-10 00:00:00,Wandsworth Gods,H,W,Opp,162,10,,"Worthy J 4-35, Mander A 4-65",163,4,,"Dugdale 86*, Mander N 47",31.2,37.5,13,0,1,4,11,2,0,1
-1,1999-07-17 00:00:00,Legless 11,A,W,TOCC,266,5,,"Hawksworth 73*, Leadley 64, Hamilton 40",209,10,,"Williams 70, Roodenburgh 59, Mander A 3-19",33.4,40,13,0,4,7,14,2,0,7
-1,1999-07-18 00:00:00,Falcon,H,D,TOCC,223,7,,"Mander C 51*, Leadley 37, Afonso 35",109,9,,Springer 4-15,42,36,7,5,0,4,4,3,9,0
-1,1999-07-24 00:00:00,Lessa Wanderers,A,D,Opp,205,10,,Beck 57*,136,6,,"Worthy J 41*, Mander N 31*",35,37.2,1,0,1,3,15,2,9,2
-1,1999-07-25 00:00:00,Blendon,H,L,TOCC,97,10,,"Leadley 59, Power 7-40",99,7,,Mander A 3-13,28.4,36.2,2,1,5,2,2,0,2,3
-1,1999-08-01 00:00:00,Whyteleaf,A,L,Opp,186,7,,"Jas 100*, Shewan 3-33",165,9,,"Springer 78*, Snow 31, Leadley 30",35.4,37.3,5,0,8,4,3,1,6,4
-1,1999-08-14 00:00:00,Riverside,H,L,Opp,130,9,,"Mander A 5-19, Gordon 35",47,9,,"Lum 6-32, Young 17",15.5,37.2,6,1,5,2,8,3,0,0
-1,1999-08-15 00:00:00,Hextable,H,L,Opp,199,5,,Haynes 72,140,10,,Springer 87*,32.4,47,4,0,4,3,3,2,1,1
-1,1999-08-28 00:00:00,Old Paulines,A,D,Opp,195,6,,"Abrahams 74, Springer 2-37",111,8,,Springer 29,37,43.3,2,2,4,2,2,3,2,0
-1,1999-08-29 00:00:00,Blendon,A,D,Opp,224,7,,"Croft 81, Hopton 60",90,4,,,46,40,6,0,5,0,2,0,9,3
-1,1999-09-04 00:00:00,Lessa Wanderers,H,L,TOCC,99,10,,"Woodhouse 21, Mander A 21",100,4,,,38.3,31.4,2,0,0,2,2,0,14,2
-1,1999-09-05 00:00:00,Selsdon,H,D,Opp,198,3,,"Meillio 100, Singh 50*",195,3,,Hamilton 75*,39,34,5,1,1,0,3,1,5,5
-1,1999-09-11 00:00:00,Prospect Park,H,D,Opp,183,2,,"Harbert 69, Fletcher 63, Shewan 1-14",142,5,,"Mander C 45, Hamilton 42",39,41,3,1,13,1,1,0,4,1
-1,1999-09-12 00:00:00,East Cheam,H,D,Opp,223,4,,"Herneman 88, Smart 66",154,7,,"Snow 44, Lestrelle 34",38,43,0,1,13,3,14,4,9,0
-1,1999-09-18 00:00:00,Orpington,H,L,Opp,209,5,,"Atkinson 68*, Clark C 2-31",43,10,,Ingram 4-5,18.5,42,0,0,3,7,2,1,2,2
-1,1999-09-19 00:00:00,Murray,H,W,Opp,102,10,,Cooper G 5-26,103,9,,"Leadley 49, Toms P 5-28",37.5,33,1,1,0,0,5,0,8,1
-1,2012-05-13 00:00:00,Beddington,H,L,TOCC,114,10,,"Springer 38, Middleton 33, Cooper S 5-41",116,2,,Trigwell 55,30,28.1,8,1,6,0,2,0,1,2
-1,2012-05-20 00:00:00,Lettsom XI,A,L,Opp,278,5,,"Sam P 113, Charlie D 106",211,8,,Sharpe 86,40,39.2,8,1,4,0,20,1,18,6
-1,2012-05-27 00:00:00,Sanderstead,H,D,TOCC,251,6,,"Middleton 101, Springer 76",210,4,,"Rushforth R 94*, Elleray S 56",46,41,9,1,2,1,4,4,7,3
-1,2012-06-02 00:00:00,Fonthill Park,A,L,Opp,178,8,,"Street 53, Springer 3-11, Seymour 3-17",176,7,,Springer 65,35,35,12,11,6,2,13,2,3,1
-1,2012-06-03 00:00:00,Woodgreen,A,L,TOCC,151,7,,Springer 59,152,4,,Harding 51,30,20,9,1,1,2,6,3,6,3
-1,2012-06-04 00:00:00,Steeple Langford,A,W,Opp,120,10,,Seymour 5-10,122,4,,,34.3,27,9,7,2,1,16,5,2,0
-1,2012-06-05 00:00:00,Cove,A,ND,Opp,50,2,,,,,,,0,7,1,0,0,1,0,0,0,0
-1,2012-06-10 00:00:00,Shades,H,L,TOCC,129,10,,"Rao 30, Hilton F 3-15, Sain 3-16",130,7,,Seymour 3-30,29.1,24,1,1,0,2,3,1,5,9
-1,2012-06-17 00:00:00,LESSA Wdrs,A,W,Opp,105,8,,Sunkara 4/3,106,4,,Rao 30,31,35,8,0,3,2,8,0,6,1
-1,2012-06-24 00:00:00,Bromley Town & OB,H,W,TOCC,234,10,,"Middleton 67, Rao 56",73,10,,Sunkara 3-3,40,24.2,10,0,6,1,30,4,0,4
-1,2012-07-01 00:00:00,RACS,A,L,Opp,140,10,,Seymour 4-46,128,10,,"Springer 44, Dashti 3-25, Donnelly 3-33",36.4,39.2,6,2,9,1,13,0,4,4
-1,2012-07-15 00:00:00,Sthn Rlways & Kenley,A,L,Opp,179,6,,Seymour 3-26,141,10,,"Middleton 66, Dijali 3-8",35.5,40,8,1,1,1,7,0,0,1
-1,2012-07-22 00:00:00,Shades,A,L,TOCC,46,10,,"Edghill R 24, Cooper H 4-3",48,6,,Sunkara 4-8,21,18,3,0,1,0,4,0,8,0
-1,2012-08-12 00:00:00,LESSA Wdrs,H,L,Opp,171,8,,"Brown 75, Leadley 3-38",138,10,,Leadley 66,38.5,39.2,17,0,0,7,7,0,8,1
-1,2012-08-19 00:00:00,Beddington,A,L,TOCC,138,9,,"Sharpe 49, Hargreaves 3-20",142,3,,McGelliott 68,31,21.4,4,0,4,2,6,1,4,2
-1,2012-08-26 00:00:00,Norwood Exiles,H,W,Opp,72,10,,Vashishtha 4-5,75,3,,,19,29.4,11,3,1,2,6,2,11,0
-1,2012-09-02 00:00:00,Sanderstead,A,D,Opp,211,9,,"Bull R 89, Springer 3-29",185,8,,"Sharpe 51, Elleray 4-39",40,45,4,0,5,2,12,0,12,0
-1,2012-09-09 00:00:00,Chadwick,H,D,TOCC,279,3,,"Sharpe 120, Springer 104*",134,7,,Edghill D 3-30,38,38,9,2,9,12,2,1,2,1
-1,2012-09-16 00:00:00,Statics,H,L,TOCC,109,10,,"Sachin 3-12, Nilesh 3-12",112,5,,Salesh 66,29.2,18,0,0,0,2,4,0,21,1
-1,2006-04-30 00:00:00,John Fisher,H,L,Opp,225,8,,"Byrne 109, Middleton 3-51",80,10,,"Lestrelle J 32, McCarthy 30-5",32.4,44,10,1,0,1,9,1,8,0
-1,2006-05-07 00:00:00,Spencer,A,L,Opp,206,6,,"Nielsen 70, Jaffri 60",146,10,,Leslie 5-31,36.5,40,9,5,0,3,5,4,9,4
-1,2006-05-28 00:00:00,Woodgreen,A,L,TOCC,175,7,,Brocks 44,176,7,,"Grant 80,Naish 68,Lestrelle J 3-10,Leadley 3-20",40,38.4,8,0,4,2,12,8,7,2
-1,2006-05-29 00:00:00,Steeple Langford,A,L,TOCC,137,10,,"Sharpe 49, Dennis 4-13",103,6,,Clark 4-21,38.3,22.1,0,0,5,2,12,2,8,0
-1,2006-05-30 00:00:00,Cove,A,L,Opp,193,6,,Short 147,151,10,,,39.1,40,5,1,1,0,15,3,5,0
-1,2006-06-04 00:00:00,Beddington,H,L,Opp,149,8,,Cooper 3-27,115,10,,"Middleton 32, Waleed 3-18",36.2,40,10,6,4,6,17,5,2,5
-1,2006-06-11 00:00:00,Vishwa,A,L,TOCC,78,10,,"Cooper 43, Samir 4-14",81,2,,Brocks 2-19,37.5,16.4,2,0,9,0,3,0,1,2
-1,2006-06-18 00:00:00,Whyteleaf,A,L,Opp,293,8,,"Roodt 67, Udall 63*, Morris 62",76,10,,Dutton 5-26,32.5,39,4,2,9,5,7,6,0,2
-1,2006-06-24 00:00:00,Seven-O,H,D,Opp,207,7,,"Wakely 59, Cooper 5-28",170,7,,Sharpe 70,37,37,14,0,8,1,7,5,9,1
-1,2006-07-09 00:00:00,Norwood Exiles,A,D,Opp,218,9,,"Raja 59, Beechey 57*",158,8,,"Middleton 50, Beechey 3-11",37,40,10,3,9,5,12,1,7,1
-1,2006-07-15 00:00:00,Sanderstead,H,L,Opp,174,9,,Cooper 5-26,163,10,,Worthington 58,31.5,42,19,6,4,2,6,2,8,0
-1,2006-07-22 00:00:00,LESSA Wanderers,A,W,Opp,61,10,,Cooper 9-7,62,7,,,20.4,28.5,7,1,3,1,3,4,5,1
-1,2006-07-29 00:00:00,Cheam,A,L,Opp,208,6,,"Caddy 89*, Crust 54",139,10,,Henry 3-14,38,42,11,1,0,1,9,11,8,1
-1,2006-08-05 00:00:00,4Cs,H,L,Opp,240,10,,"Nikhil 53, Cooper 4-38",137,10,,,36.4,37.5,11,0,6,1,32,4,0,0
-1,2006-08-27 00:00:00,4Cs,A,L,TOCC,125,10,,Sharpe 67,127,3,,Nikhil 69*,33.1,16.3,10,3,0,0,24,0,0,8
-1,2006-09-02 00:00:00,LESSA Wanderers,H,L,Opp,217,6,,Richards 73,143,7,,"Worthington 39, Beck 3-22",35,35,36,4,5,6,27,1,4,2
-1,2006-09-09 00:00:00,Sanderstead,A,L,Opp,254,9,,"Stevenson 61, Penfold 57",171,10,,Coloe 55,44.4,45,11,3,8,1,15,2,17,8
-1,2006-09-16 00:00:00,Malden Wanderers,A,L,Opp,254,7,,Boudville 66,55,10,,,24,40,5,1,5,2,7,0,5,2
-1,2006-09-23 00:00:00,Sanderstead,A,W,Opp,92,10,,"Clark 4-13, Cooper 4-14",93,5,,Edghill 37*,43.2,45.4,12,11,2,0,14,7,2,0
-1,2016-04-24 00:00:00,Deando Ruxley,A,W,Opp,147,10,,,148,6,,Springer 96*,37.5,40,3,1,3,3,2,0,1,3
-1,2016-05-01 00:00:00,Woodgreen,H,W,TOCC,198,6,,Seymour 86*,166,8,,Nash S 81*,35,35,12,4,8,4,5,1,10,4
-1,2016-05-08 00:00:00,Spencer,H,L,Opp,230,4,,Nagri A 67,152,10,,Sharpe 62,32.4,40,3,1,1,1,2,6,15,9
-1,2016-05-15 00:00:00,Churchleigh,H,W,TOCC,221,9,,Sharpe 117,93,10,,Mander A 3-0,40,32.5,17,0,1,0,14,4,9,6
-1,2016-05-22 00:00:00,Eltham,A,W,Opp,85,10,,Tapadar S 4-4,86,5,,,31.1,35.1,4,0,4,3,5,2,2,1
-1,2016-05-29 00:00:00,Woodgreen,A,W,TOCC,186,9,,,136,8,,,35,35,4,4,4,1,0,0,1,3
-1,2016-05-30 00:00:00,Steeple Langford,A,W,Opp,206,7,,,209,3,,"Sharpe D 69, Gibbs A 51",34.3,35,3,0,8,0,2,0,13,4
-1,2016-06-05 00:00:00,Richmond Legbreakers,H,W,TOCC,206,7,,"Niran 68, Seymour C 53, Castle D 50*",141,9,,Seymour 5-30,40,36.2,0,6,6,1,7,0,4,1
-1,2016-06-19 00:00:00,Giltec,H,L,Opp,191,10,,"Springer 4-36, Jibran 58",170,7,,,40,39.5,8,2,3,1,15,1,3,1
-1,2016-07-03 00:00:00,Southbank,H,L,Opp,217,4,,Thornton 95*,198,7,,Sharpe 59,40,40,1,0,3,1,19,1,7,3
-1,2016-07-10 00:00:00,Woodmansterne,A,W,Opp,205,4,,,209,1,,"Sharpe 80*, Springer 93*",36.1,40,5,1,2,1,8,0,5,6
-1,2016-06-17 00:00:00,Lessa Wanderers,H,W,Opp,174,7,,Bhatt 108*,175,4,,,31,40,6,2,9,6,2,3,1,4
-1,2016-07-24 00:00:00,Southbank,A,L,Opp,295,4,,"Thornton 101, Nelson 72*",62,10,,Fawkes 4-6,27,40,15,2,2,1,3,0,2,1
-1,2016-07-31 00:00:00,Earlswood Strollers,A,L,Opp,262,6,,,259,9,,Driver 51,40,40,10,0,2,6,10,0,16,2
-1,2016-08-07 00:00:00,SW United,H,W,Opp,164,10,,,168,5,,Viveganandan 87*,27,32.3,12,0,6,2,16,2,11,2
-1,2016-08-14 00:00:00,Sutton Challengers,A,W,Opp,179,10,,Seymour 4-16,180,9,,,39.2,36.2,12,4,5,1,7,5,8,1
-1,2016-08-21 00:00:00,Norwood Exiles,H,W,TOCC,189,10,,Viveganandan 77,156,10,,Bhatt 4-26,37.4,37.5,0,1,4,1,7,5,13,3
-1,2016-09-04 00:00:00,Beddington,A,W,TOCC,234,5,,Springer 95*,146,8,,,40,40,15,1,2,0,29,4,12,3
-1,2016-09-11 00:00:00,Giltec,A,W,Opp,90,10,,Bhatt 4-28,93,2,,,25.1,30,0,0,1,4,2,2,7,0
-1,2016-09-18 00:00:00,Sanderstead,H,L,Opp,173,9,,,139,10,,,35.2,40,8,0,6,2,9,1,16,2
-1,2016-09-25 00:00:00,Woldingham Village,A,W,TOCC,233,5,,"Springer 102*, Bhatt 64",152,8,,,40,37.2,4,0,5,3,5,5,13,3
-1,2019-04-28 00:00:00,Worcester Park,H,W,TOCC,226,10,,"Middleton 55, Lilley 4-24",189,10,,"Rivenell 57, Springer 3-16",39.4,39.3,1,1,8,1,9,8,5,2
-1,2019-05-05 00:00:00,Woodgreen,H,L,Opp,209,8,,Lawrence 80*,170,3,,Springer 62,35,35,5,3,2,1,2,1,8,0
-1,2019-05-19 00:00:00,Streatham,H,L,TOCC,185,9,,,186,7,,,40,35.1,5,1,6,0,11,2,9,6
-1,2019-05-25 00:00:00,Fonthill Park,A,W,TOCC,213,6,,Springer 90*,120,8,,,40,40,5,1,4,0,23,1,3,3
-1,2019-05-26 00:00:00,Woodgreen,A,W,TOCC,198,6,,Clarkson 63,126,6,,,35,35,13,1,1,0,10,0,7,6
-1,2019-05-27 00:00:00,Steeple Langford,A,W,TOCC,172,10,,,149,9,,,34.5,27.5,7,0,6,1,11,2,8,5
-1,2019-06-02 00:00:00,Spencer,A,W,Opp,210,5,,,211,6,,Sharpe D 104,39.5,40,6,2,0,2,4,2,7,4
-1,2019-06-09 00:00:00,3W United (?),H,W,TOCC,207,10,,,139,10,,,35.2,28.3,2,0,0,0,18,1,8,0
-1,2019-06-16 00:00:00,Beddington,A,L,Opp,162,5,,,84,10,,,26.4,40,7,0,5,1,6,0,0,0
-1,2019-06-23 00:00:00,Churchleigh,H,L,Opp,194,10,,Mander 3-30,157,10,,Niran 54,29.4,40,10,3,6,9,5,0,0,0
-1,2019-06-30 00:00:00,Chessington,A,L,Opp,215,9,,,197,8,,,35,35,12,1,6,4,9,2,1,0
-1,2019-07-07 00:00:00,Spencer,A,L,Opp,212,8,,,94,10,,,31,40,11,0,2,2,1,0,7,2
-1,2019-07-14 00:00:00,Morden,A,W,TOCC,252,7,,Greenall 156*,163,5,,,40,40,8,1,1,0,9,0,3,3
-1,2019-07-21 00:00:00,Merton,H,W,TOCC,230,6,,Springer 94,105,10,,,40,36.1,12,2,12,3,8,2,11,3
-1,2019-07-28 00:00:00,Verdayne Green,A,L,TOCC,119,10,,,122,5,,,34.1,29.5,5,0,4,1,5,2,4,1
-1,2019-08-04 00:00:00,Southbank,A,L,Opp,280,3,,,73,10,,,20.3,40,10,6,8,0,10,0,1,2
-1,2019-08-11 00:00:00,Surrey Ovalites,A,L,Opp,113,10,,,95,10,,,37.4,37.1,1,1,0,0,2,1,6,6
-1,2019-08-18 00:00:00,Norwood Exiles,H,L,TOCC,168,9,,,169,8,,,40,40,0,1,5,3,5,1,15,1
-1,2019-09-08 00:00:00,Richmond Legbreakers,H,W,TOCC,233,8,,Sharpe 117,120,10,,Mander A 5-37,40,23.3,5,0,9,0,16,7,14,6
-1,2019-09-15 00:00:00,Catford Cyphers,A,L,TOCC,204,8,,,207,5,,,40,31.5,5,0,19,1,14,1,18,1
-1,2019-09-22 00:00:00,Sanderstead,H,W,Opp,203,5,,Ward T 105,204,5,,,34.5,35,1,3,8,0,4,1,8,1
-1,2021-04-25 00:00:00,Worcester Park,H,L,Opp,288,2,,,226,10,,Springer 49,34.5,40,10,1,5,3,18,1,5,2
-1,2021-05-02 00:00:00,SW United,H,L,TOCC,109,10,,Seymour 41,113,4,,Nair 3-25,31.5,22,1,0,1,0,17,3,7,4
-1,2021-05-09 00:00:00,Morden,A,W,TOCC,249,8,,"Springer 107, Stevenson 78",213,8,,,40,40,17,2,4,3,9,0,14,4
-1,2021-05-16 00:00:00,Surrey Ovalites,H,ND,Opp,112,0,,,=NA(),,,,0,17.4,4,0,3,1,,,,
-1,2021-05-23 00:00:00,Merton Boars,A,W,TOCC,177,8,,"Hemasinghe 55*, Springer 52",31,9,,"Bhatt 3-2, Sajjid K 2-6",35,19.1,6,0,0,2,5,1,4,1
-1,2021-05-29 00:00:00,Fonthill Park,A,L,Opp,170,9,,,110,10,,Clarkson 38,29.4,35,11,1,3,8,11,8,4,3
-1,2021-05-30 00:00:00,Woodgreen,A,L,Opp,202,4,,,191,8,,Sharpe D 73,35,35,1,0,2,1,19,10,14,2
-1,2021-05-31 00:00:00,Steeple Langford,A,W,TOCC,221,5,,Springer 120*,139,6,,Madu 3-22,35,35,16,1,15,5,7,6,2,6
-1,2021-06-06 00:00:00,Merton Boars,H,W,Opp,118,8,,Nair 4-11,119,3,,Niran S 43,27.5,40,12,5,3,2,6,0,1,0
-1,2021-06-13 00:00:00,Beddington,A,L,TOCC,145,10,,Curling L 58,150,7,,Bhatt 2-14,34.3,37,9,3,3,0,1,2,1,1
-1,2021-06-20 00:00:00,Richmond Legbreakers,H,W,TOCC,196,7,,,170,8,,Nair 3-9,40,40,5,1,6,2,11,5,14,6
-1,2021-06-27 00:00:00,Norwood Exiles,A,W,TOCC,223,10,,,87,10,,Nair 5-22,36.5,33,15,2,6,0,14,11,13,0
-1,2021-07-04 00:00:00,Spencer,H,L,TOCC,96,10,,,97,3,,,33.3,22,0,0,6,1,7,3,2,0
-1,2021-07-11 00:00:00,Morden,A,W,Opp,189,10,,,193,7,,Sharpe 67,37.3,35.4,4,2,13,1,9,0,16,7
-1,2021-07-18 00:00:00,Sanderstead,H,W,Opp,64,10,,Bhatt 5-9,65,1,,,18.4,24,1,0,5,2,5,2,3,0
-1,2021-08-01 00:00:00,Riverside,A,ND,TOCC,120,4,,,=NA(),,,,28,0,0,0,0,0,7,4,2,2
-1,2021-08-15 00:00:00,Norwood Exiles,H,L,TOCC,67,10,,,68,1,,,24,9,6,0,1,0,6,4,3,0
-1,2021-08-29 00:00:00,Mitcham,A,L,TOCC,160,10,,157,158,10,,,39.2,35.4,6,3,6,8,5,0,7,3
-1,2021-09-05 00:00:00,Wibbadune,H,L,Opp,236,7,,,103,10,,,23.3,40,8,4,12,8,10,0,10,3
-1,2021-09-12 00:00:00,Catford Cyphers,A,L,Opp,258,8,,Nair 4-25,123,10,,,35.5,40,12,1,5,5,6,2,9,0
-1,2021-09-19 00:00:00,SMC,A,L,Opp,165,5,,,120,7,,,20,20,2,1,1,1,5,1,14,4
-1,2021-09-26 00:00:00,Norwood Exiles,A,W,Opp,136,10,,,138,6,,,25.5,28.2,1,0,14,3,3,1,10,4
-1,2020-07-19 00:00:00,Merton,H,W,TOCC,226,6,,Springer 115,189,9,,Bhatt 4-40,40,40,12,2,8,2,11,1,9,3
-1,2020-07-26 00:00:00,Beddington,H,W,TOCC,140,10,,Aleem 37,124,10,,Nair 4-18,36.4,38,6,1,10,5,4,7,8,0
-1,2020-08-02 00:00:00,Croydon Royals,H,W,Opp,93,10,,Bhatt 5-10,94,2,,Sajjid A 40*,28.3,23.4,4,2,1,1,2,1,9,3
-1,2020-08-09 00:00:00,Wimbledon United,A,L,Opp,189,7,,Springer 4-23,150,10,,"Sajjid A 35, Kogulathasan 32",35.5,40,6,2,17,4,2,4,0,1
-1,2020-08-16 00:00:00,Norwood Exiles,H,W,TOCC,253,7,,"Seymour C 98, Sajjid A 51*",184,6,,Mander A 2-20,40,40,9,1,3,0,7,13,14,0
-1,2020-08-23 00:00:00,Old Wimbledonians,A,W,Opp,150,6,,,153,7,,"Springer 51, Hemasinghe M 41*",33.2,35,14,3,9,1,5,0,0,0
-1,2020-08-30 00:00:00,Rotten Livers,H,W,Opp,177,10,,Kogulathasan 3-21,178,5,,Springer 73,33.3,34.2,12,0,9,0,11,6,3,1
-1,2020-09-06 00:00:00,Croydon Royals,H,L,TOCC,178,9,,"Hemasinghe M 48, Sajjid A 48",181,8,,,35,34,6,1,14,0,4,2,18,4
-1,2020-09-13 00:00:00,Catford Cyphers,A,L,Opp,194,9,,Bhatt 3-35,183,8,,Safraz M 59,40,40,6,1,2,3,13,5,6,5
-1,2020-09-20 00:00:00,Sanderstead,H,L,TOCC,167,10,,Niran S 42,171,6,,,35.2,36.2,5,1,20,0,10,0,14,7
-1,2020-09-27 00:00:00,Christchurch,H,L,Opp,224,5,,Bhatt 3-15,185,10,,Springer 62,31.4,35,2,1,7,0,11,0,17,1
-1,2000-05-06 00:00:00,Blackheath Select XI,H,D,TOCC,162,6,,Springer 82,102,9,,"Mander N 3-9, Bowers 3-14",38,41,3,0,12,1,2,3,1,1
-1,2000-05-13 00:00:00,Legless XI,H,W,TOCC,190,6,,"Leadley 84*, Worthington 56",102,8,,Clark C 5-21,39,33.2,7,1,0,0,10,0,10,3
