id,date,oppo,venue,result,bat_first,first_runs,first_wkts,first_all_out,first_notes,second_runs,second_wkts,second_all_out,second_notes,overs_opp,overs_tocc,tocc_w,tocc_nb,tocc_b,tocc_lb,opp_w,opp_nb,opp_b,opp_lb
-1,2002-05-19 00:00:00,Thurlow Park RAFA,A,W,TOCC,204,7,,"Mander N 103, Mander C 49*",81,9,,"Bowers 3-12, Elliston 3-25",40,35.4,6,2,0,2,0,2,3,6
-1,2002-05-25 00:00:00,Deansbank,H,D,Opp,185,4,,"Campbell 83, Shewan 3-40",113,7,,,40,37,1,2,5,4,10,1,12,3
-1,2002-06-01 00:00:00,Old Wimbledonians,A,W,TOCC,191,5,,"Leadley 71, Springer 65*, Woodhouse 32",94,10,,"Fontaine 34, Elliston 4-10",34,46.2,3,2,5,1,4,2,3,1
-1,2002-06-02 00:00:00,Woodgreen,A,W,TOCC,192,5,,"Mander N 58*, Mander C 55, Leadley 42",86,10,,Brocks 3-13,32.5,33.3,3,7,20,0,2,0,0,3
-1,2002-06-03 00:00:00,Steeple Langford,A,L,Opp,138,10,,"Bowers 3-4, Clark 3-19",73,10,,"Wyre 3-15, Woodhouse 21*",22.4,36.3,6,10,12,2,11,5,0,1
-1,2002-06-04 00:00:00,Cove,A,D,TOCC,193,10,,Mander N 98,146,7,,"Anthony 57, Clark 4-21",47,38,0,0,9,2,5,1,2,3
-1,2002-06-09 00:00:00,CYPOS,A,W,TOCC,150,2,,Leadley 101*,107,9,,Mander A 4-19,30,33,1,0,3,1,2,0,9,1
-1,2002-06-15 00:00:00,Sanderstead,A,L,Opp,121,9,,Funnell 54,119,9,,"Leadley 57, Ugarte 3-18",36.4,45,1,2,2,1,3,1,3,2
-1,2002-06-16 00:00:00,Vishwa,H,W,TOCC,154,9,,"Springer 45, Mukesh 4-31",109,10,,Springer 3-12,40,36.1,10,2,0,2,3,1,5,3
-1,2002-06-22 00:00:00,Churchleigh,H,D,Opp,212,4,,"Joseph 94, Rainsbury 58",109,2,,"Lestrelle J 47, Worthington 35*",43,36,8,0,3,0,8,6,5,0
-1,2002-06-23 00:00:00,Northwood Nomads,A,W,Opp,69,10,,"Worthy 3-7, Elliston 3-22",72,3,,Springer 40*,19.1,22.2,8,0,7,5,4,3,3,2
-1,2002-06-30 00:00:00,Saints,H,L,TOCC,192,8,,"Worthington 71, Greyling 43",196,6,,Martin 82*,40,39.3,7,4,7,2,3,1,1,0
-1,2002-07-07 00:00:00,Worcester Park,A,L,Opp,185,7,,Barret 73,182,10,,"Springer 57, Rivenall 4-23",39.5,40,1,2,0,1,11,0,0,2
-1,2002-07-13 00:00:00,Addiscombe,H,D,Opp,183,8,,"Jones 55, Hartwright 54, Mander A 3-27",135,6,,"Worthington 51, Cooper 32*",39,44,13,0,6,2,9,1,7,2
-1,2002-07-14 00:00:00,Spencer,H,L,Opp,181,6,,Jafri 62,130,9,,Leadley 47,34.1,40,5,0,1,1,7,0,0,0
-1,2002-07-20 00:00:00,Seven O,A,L,Opp,151,10,,"Young 4-41, Clark 3-23",123,10,,"Young 34, Clark 33*",31.5,37,18,3,2,1,7,4,3,1
-1,2002-07-21 00:00:00,Downsiders,H,W,TOCC,153,9,,Leadley 82,79,10,,"Springer 3-8, Worthy 3-19",31.3,26,10,0,2,3,7,4,3,4
-1,2002-07-27 00:00:00,LESSA Wanderers,A,L,TOCC,38,9,,Baxter 4-10,43,1,,,22,6.1,0,0,4,0,5,0,1,1
-1,2002-07-28 00:00:00,Worcester Park,H,L,Opp,156,6,,Cooper 3-23,78,10,,Miller 4-14,26.1,40,7,6,6,4,2,2,1,2
-1,2002-08-03 00:00:00,Old Josephians,H,D,Opp,138,8,,"Evans 47, Woodhouse 2-12",128,7,,"Penfold 46, Lestrelle J 38*",37,43,5,0,6,7,11,0,8,2
-1,2002-08-04 00:00:00,Whyteleaf,A,ND,,,,,,,,,,0,34,1,2,4,2,0,0,0,0
-1,2002-08-10 00:00:00,Prospect Park,A,L,TOCC,101,9,,Woodhouse 37,103,1,,Hearn 68*,44,30.4,3,3,2,0,7,3,2,2
-1,2002-08-11 00:00:00,Addiscombe,H,W,Opp,63,10,,"Greyling 4-25, Worthy 3-13",64,1,,Springer 38*,16.3,22.1,8,3,0,0,3,1,0,0
-1,2002-08-17 00:00:00,Riverside,H,L,Opp,193,7,,"Gordon 50*, Cooper 3-32",80,10,,"Edghill 22, Mahmoud 4-24",27.5,41,15,5,6,0,17,2,1,0
-1,2002-08-18 00:00:00,Flying Wickets,H,W,Opp,94,10,,Worthy 3-4,95,4,,Mander N 50*,25.2,33.5,5,0,6,2,10,4,0,1
-1,2002-08-24 00:00:00,Purley,H,W,Opp,136,8,,Cooper 3-17,137,6,,Shewan 44,36.4,43.4,15,7,0,2,13,5,2,0
-1,2002-08-25 00:00:00,Old Josephians,H,L,TOCC,84,10,,Pod 5-18,85,5,,Mitchener 36*,35.3,28.2,5,0,6,0,0,3,0,1
-1,2002-08-31 00:00:00,Blackheath Select XI,A,L,Opp,197,8,,"Dormer 71, White 59, Cooper 5-44",141,9,,"Hawksworth 43, White 6-42",35.3,47,8,0,1,5,10,3,10,9
-1,2002-09-01 00:00:00,Beddington,A,D,TOCC,187,10,,Stratford 4-55,140,6,,Stratford M 39,39.5,40,3,1,1,4,7,5,16,6
-1,2002-09-07 00:00:00,LESSA Wanderers,H,L,TOCC,105,10,,"Worthington 25, Clarke 4-7",106,8,,Elliston 3-30,35.5,36.3,6,0,8,0,13,5,3,1
-1,2002-09-08 00:00:00,Selsdon,H,W,Opp,133,9,,Douglas 40,135,9,,"Greyling 37, Kossine 3-19",39.2,40,8,0,5,0,7,1,4,7
-1,2002-09-14 00:00:00,4C's,H,L,Opp,168,9,,"Jayant 60, Elliston 3-21",118,10,,"Mander C 36, Jaideep 4-26",34.1,34,10,1,2,1,9,7,6,4
-1,2002-09-15 00:00:00,Giltec,H,W,TOCC,171,8,,Mander N 54,76,9,,Greyling 3-14,35,23.1,3,1,2,0,12,1,6,3
-1,2002-09-22 00:00:00,Bromley Common,A,L,Opp,265,5,,Walker J 142,116,10,,Worthington 38,32.4,36,8,1,13,3,9,1,2,2
-1,1997-04-27 00:00:00,Selsdon,A,W,Opp,49,9,Y,Springer 3-11,50,3,,Worthington 23,1,0,0,2,0,0,2,3,=SUM(O5:R5),=SUM(S5:V5)
-1,1997-05-03 00:00:00,West Wickham,H,L,TOCC,178,10,Y,"Reid 38, Springer 38",181,4,,"Money 62, Tasker 61, Springer 3-52",2,4,6,5,8,3,4,6,=SUM(O6:R6),=SUM(S6:V6)
-1,1997-05-04 00:00:00,Commonwealth Offices [30-over match],H,L,Opp,137,9,Y,"Tull 74, Worthy R 4-31, Shewan 3-25",115,10,Y,Leadley J 55,0,1,1,5,1,4,8,1,=SUM(O7:R7),=SUM(S7:V7)
-1,1997-05-05 00:00:00,Seaford,A,W,Opp,121,10,Y,Brocks 4-17,125,8,,Hamilton 41*,0,3,2,0,2,6,2,3,=SUM(O8:R8),=SUM(S8:V8)
-1,1997-05-10 00:00:00,Park Hill [20-over match - rain],H,L,Opp,137,6,,"Ward 46, Goldsmith A 41",104,8,,"Dugdale 30, Blake 3-11",3,0,2,1,9,0,6,2,=SUM(O9:R9),=SUM(S9:V9)
-1,1997-05-11 00:00:00,Falcon,A,W,TOCC,111,10,Y,Dugdale 27,92,10,Y,Mander A 5-13,7,0,3,3,4,0,4,2,=SUM(O10:R10),=SUM(S10:V10)
-1,1997-05-17 00:00:00,West Wickham,A,L,Opp,146,4,,Clarke 3-56,116,10,Y,Dugdale 34,5,0,11,3,2,0,14,3,=SUM(O12:R12),=SUM(S12:V12)
-1,1997-05-18 00:00:00,Thurlow Park RAFA,H,W,Opp,177,10,Y,Shewan 5-49,178,2,,"Leadley 88*, Sharpe 42*",7,2,7,2,6,1,6,2,=SUM(O13:R13),=SUM(S13:V13)
-1,1997-05-18 00:00:00,Merton Saints,A,W,Opp,131,9,Y,Springer 4-48,132,5,,Cooper 68*,3,0,0,1,6,1,4,4,=SUM(O14:R14),=SUM(S14:V14)
-1,1997-05-24 00:00:00,Frensham,A,W,Opp,109,10,Y,"Stuttaford 51*, Morris D 3-13",113,6,,"Hosking 30, Caston 3-36",2,0,4,1,2,1,18,1,=SUM(O15:R15),=SUM(S15:V15)
-1,1997-05-25 00:00:00,Woodgreen,A,L,Opp,164,8,,"Naish D 49, Springer 3-43",140,10,Y,"Brocks 44, Naish D 3-1",3,0,8,4,8,0,9,0,=SUM(O16:R16),=SUM(S16:V16)
-1,1997-05-26 00:00:00,Steeple Langford,A,L,Opp,193,9,,Sharpe 4-84,61,10,Y,Fellowes M 3-10,5,2,6,1,5,0,0,0,=SUM(O17:R17),=SUM(S17:V17)
-1,1997-05-27 00:00:00,Cove,A,D,TOCC,215,5,,"Leadley J 56, Cooper 48",181,8,,"Scatchpole 57, Shewan 4-54",3,0,5,2,10,2,25,9,=SUM(O18:R18),=SUM(S18:V18)
-1,1997-05-31 00:00:00,Deansbank,H,W,Opp,110,8,Y,"Griffiths 33, Shewan 2-10, Bowers 2-12",112,3,,Leadley J 59,5,0,8,3,1,0,8,5,=SUM(O19:R19),=SUM(S19:V19)
-1,1997-06-01 00:00:00,Bromley Common II,H,W,Opp,170,8,,Worthy J 2-21,174,1,,Leadley J 76* Hawksworth R 81*,13,0,5,2,7,0,2,6,=SUM(O20:R20),=SUM(S20:V20)
-1,1997-06-01 00:00:00,Surrey Gymkhana,A,L,Opp,280,8,,Morris D 2-24,134,10,Y,,19,2,6,2,10,2,11,3,=SUM(O21:R21),=SUM(S21:V21)
-1,1997-06-07 00:00:00,Merton,A,W,TOCC,224,5,,"Middleton 82*, Springer 59, Woodhouse 30",105,9,Y,Clarke 3-6,6,0,6,0,13,0,9,3,=SUM(O22:R22),=SUM(S22:V22)
-1,1997-06-08 00:00:00,Frensham,A,W,Opp,121,10,Y,"Worthy R 3-11, Lestrelle 3-33",125,2,,"Hamilton 48, Hawksworth A 43",4,0,2,1,6,2,9,2,=SUM(O23:R23),=SUM(S23:V23)
-1,1997-06-08 00:00:00,Merton Saints,H,D,TOCC,169,8,,Leadley J 82*,105,5,,Elliston 2-27,6,0,8,1,2,2,3,3,=SUM(O24:R24),=SUM(S24:V24)
-1,1997-06-14 00:00:00,Caterham,H,W,TOCC,209,3,,"Dugdale 90, Hawksworth R 88",125,10,Y,"Cocker 76, Mander A 5-50",4,1,8,3,12,1,0,0,=SUM(O25:R25),=SUM(S25:V25)
-1,1997-06-15 00:00:00,4 C's,H,W,Opp,131,10,Y,"Morris D 3-17, Coloe 2-11",133,7,,"Leadley J 39*, Lineker 4-10",3,0,9,2,1,3,8,1,=SUM(O27:R27),=SUM(S27:V27)
-1,1997-06-21 00:00:00,Hamsey Green,H,D,Opp,115,6,,Lestrelle 3-9,102,6,,Dugdale 47*,3,0,0,4,8,2,2,1,=SUM(O28:R28),=SUM(S28:V28)
-1,1997-06-22 00:00:00,Addington,A,D,Opp,169,6,,Morris 3-67,155,9,,"Worthy J 49*, Worthington 30",4,0,7,0,2,8,7,5,=SUM(O30:R30),=SUM(S30:V30)
-1,1997-07-05 00:00:00,Deansbank,A,L,Opp,200,9,N,"Reade 52, Young 3-27, Simmons 3-42",179,9,Y,"Cooper 75, Reid 34",1,0,5,8,11,8,4,8,=SUM(O34:R34),=SUM(S34:V34)
-1,1997-07-06 00:00:00,Murray,A,D,Opp,183,8,,Vagg 89,158,9,,"Dugdale 55, Leadley 34, Worthington 33",2,0,1,2,4,1,7,1,=SUM(O35:R35),=SUM(S35:V35)
-1,1997-07-19 00:00:00,Park Hill,A,D,Opp,175,9,,Young 4-22,149,9,,"Shewan 36, Beckett 4-46",2,0,3,3,4,10,14,10,=SUM(O37:R37),=SUM(S37:V37)
-1,1997-07-20 00:00:00,Falcon,H,D,TOCC,177,10,Y,"Springer 44, Sharpe 36",125,9,,Morris D 4-29,3,1,2,8,0,1,5,5,=SUM(O38:R38),=SUM(S38:V38)
-1,1997-07-27 00:00:00,Blenden,H,W,TOCC,118,9,,"Springer 25, Dugdale 24, Smullen 3-19",109,10,Y,"Hopton 45, Shewan 7-37",0,0,0,8,4,0,9,1,=SUM(O40:R40),=SUM(S40:V40)
-1,1997-08-02 00:00:00,Flying Wickets,H,W,TOCC,218,8,,"Dugdale 102*, Jones 5-44",136,9,Y,"Sefton 61, Sharpe 3-24, Young 3-39",3,0,1,1,5,5,0,5,=SUM(O41:R41),=SUM(S41:V41)
-1,1997-08-03 00:00:00,Whyteleaf,A,W,Opp,105,10,Y,"Simmons 4-9, Shewan 3-16",123,7,,Hamilton 50,7,0,1,2,8,1,2,1,=SUM(O42:R42),=SUM(S42:V42)
-1,1997-08-09 00:00:00,Sutton,A,L,Opp,171,4,,"Butcher 54, Moore 52*",142,10,Y,Dugdale 30,21,2,0,0,10,3,11,2,=SUM(O43:R43),=SUM(S43:V43)
-1,1997-08-10 00:00:00,Addington,H,D,Opp,148,7,,Brocks 4-48,116,9,,Hawksworth A 40,3,0,8,2,2,0,11,2,=SUM(O44:R44),=SUM(S44:V44)
-1,1997-08-16 00:00:00,Riverside,H,D,TOCC,174,8,,"Sharpe 52, Snow 32",134,9,,"Young 3-39, Sharpe 2-24",13,1,0,1,15,9,10,5,=SUM(O45:R45),=SUM(S45:V45)
-1,1997-08-17 00:00:00,Hextable,H,D,TOCC,221,7,,"Leadley 85, Springer 47, Sharpe 46",137,9,,Worthy R 5-6,5,0,7,1,7,1,4,3,=SUM(O46:R46),=SUM(S46:V46)
-1,1997-08-23 00:00:00,Central YMCA,H,W,Opp,209,5,,"East J 58*, Leadley 3-10",211,8,,"Leadley 52, Woodhouse 51",4,0,19,1,13,2,8,7,=SUM(O47:R47),=SUM(S47:V47)
-1,1997-08-24 00:00:00,Eltham,H,D,TOCC,192,6,,Hawksworth R 52*. Brocks 49*,139,9,,Cooper 4-27,10,1,3,0,5,1,7,3,=SUM(O48:R48),=SUM(S48:V48)
-1,1997-08-31 00:00:00,Puttenham & Wandborough,A,D,TOCC,158,8,,"Cooper 50*, Insall 3-32",151,8,,"Champneys 91,Shewan 4-37, Cooper 3-39",1,0,1,0,16,0,5,2,=SUM(O50:R50),=SUM(S50:V50)
-1,1997-09-06 00:00:00,LESSA Wanderers,H,W,Opp,97,10,Y,Young 3-17,101,3,,Leadley 55*,4,0,1,4,5,0,5,2,=SUM(O51:R51),=SUM(S51:V51)
-1,1997-09-07 00:00:00,Selsdon,H,W,Opp,178,8,,Worthy R 3-15,180,5,,"Sharpe 81, Hamilton 59",5,2,12,1,8,0,2,4,=SUM(O52:R52),=SUM(S52:V52)
-1,1997-09-07 00:00:00,Morden 2nds,A,D,Opp,180,9,,Elliston 3-30,140,9,,"Dugdale 50*, Hawksworth 45",9,0,3,7,0,0,4,2,=SUM(O53:R53),=SUM(S53:V53)
-1,1997-09-13 00:00:00,Graveney,H,L,TOCC,146,6,,Middleton 64,148,8,,Middleton 3-34,14,1,14,5,8,4,1,0,=SUM(O54:R54),=SUM(S54:V54)
-1,1997-09-14 00:00:00,Beddington,A,W,Opp,108,10,Y,Worthy R 5-31,109,5,,Hamilton 65,3,1,1,2,3,1,6,6,=SUM(O55:R55),=SUM(S55:V55)
-1,1997-09-14 00:00:00,East Cheam,H,D,TOCC,214,7,,"Dugdale 44, Woodhouse 38",155,6,,Sharpe 3-17,13,1,19,1,25,2,11,10,=SUM(O56:R56),=SUM(S56:V56)
-1,1997-09-20 00:00:00,Mad Hatters,H,W,Opp,171,4,,Hannah 88*,173,8,,"Dugdale 53, Middleton 54, Leadley 31",5,0,13,2,8,1,3,4,=SUM(O57:R57),=SUM(S57:V57)
-1,1997-09-21 00:00:00,Murray,H,D,Opp,187,7,,"Vagg 99*, Shewan 3-41",101,9,,"O'Sullivan 3-23, Vagg 2-6",4,1,6,2,4,0,23,0,=SUM(O58:R58),=SUM(S58:V58)
-1,2017-04-22 00:00:00,Southern Rlwy & Kenley,A,L,Opp,197,9,,Stuart 47,79,10,,Vear 4-20,25.4,42,9,3,2,8,0,0,6,0
-1,2017-04-30 00:00:00,Woodgreen,H,L,Opp,187,8,,Harding 55,175,6,,,30,30,8,2,4,0,7,2,17,4
-1,2017-05-07 00:00:00,Ewell,A,L,TOCC,161,10,,,162,3,,Debanil 79,39.1,34,7,0,3,3,13,2,5,3
-1,2017-05-14 00:00:00,Spencer,H,L,Opp,220,9,,"Mohammed 93, Springer 3-28",114,10,,,25.3,35.3,1,1,1,5,3,1,7,4
-1,2017-05-21 00:00:00,Southbank,H,L,Opp,167,9,,Nair 3-37,59,10,,,32,40,0,0,6,4,4,2,2,1
-1,2017-05-27 00:00:00,Fonthill Park,A,W,TOCC,175,10,,Sharpe 62,147,10,,"White J 94, Seymour 4-41",35.2,31.3,14,5,6,0,0,0,0,1
-1,2017-05-28 00:00:00,Woodgreen,A,W,Opp,183,9,,Madann 57,184,8,,,34.5,35,1,0,17,2,12,1,2,2
-1,2017-05-29 00:00:00,Steeple Langford,A,W,TOCC,193,4,,Niran 53,155,9,,Seymour 4-5,30,30,11,4,5,2,10,3,0,2
-1,2017-06-04 00:00:00,Worcester Park,A,L,Opp,234,3,,Hill 104*,167,10,,Niran 50,37,40,9,0,9,1,7,6,3,1
-1,2017-06-11 00:00:00,Battersea Eagles,H,W,Opp,186,10,,"Rathi 60, Nair 3-14",187,1,,Seymour 88*,38.4,40,6,0,10,1,8,0,16,2
-1,2017-06-18 00:00:00,Woldingham Village,A,W,TOCC,301,2,,"Seymour 122*, Sharpe 90",101,8,,,40,27.1,7,2,6,0,16,2,7,3
-1,2017-06-25 00:00:00,Raynes Park FP,H,L,Opp,215,7,,,138,10,,,33.2,40,10,1,4,2,3,3,3,2
-1,2017-07-02 00:00:00,RACS,A,W,TOCC,145,10,,Driver 65*,70,10,,Tapadar 5-22,41.5,26.1,4,0,2,1,4,2,1,1
-1,2017-07-09 00:00:00,Giltec,H,L,Opp,220,10,,"Mazar 78,Dhruvik 69",204,6,,Niran 119*,40,39.2,8,5,8,4,8,3,2,1
-1,2017-07-16 00:00:00,HSBC,A,W,Opp,82,10,,Bhatt 4-13,86,5,,Springer 64*,21.1,22.4,2,1,2,2,1,0,7,2
-1,2017-07-23 00:00:00,Lessa Wanderers,H,W,TOCC,163,10,,Greenfell 54,66,5,,,29.3,30,7,1,9,1,11,2,3,2
-1,2017-08-06 00:00:00,Old Midwhitgiftians,A,L,Opp,264,3,,Malhotra 88*,220,8,,Driver 61,40,40,9,0,16,1,6,2,8,1
-1,2017-08-13 00:00:00,Lessa Wanderers,A,W,Opp,72,9,,,74,3,,,15.3,33,4,0,8,5,1,1,1,0
-1,2017-08-20 00:00:00,Norwood Exiles,H,W,TOCC,195,6,,Greenall D 128,176,10,,,40,37.1,2,4,19,2,1,0,2,6
-1,2017-09-03 00:00:00,Monty,A,L,Opp,199,7,,,141,7,,,30.5,30,3,0,1,4,11,7,4,0
-1,2017-09-10 00:00:00,Richmond Legbreakers,H,W,TOCC,200,8,,"Niran 60, Sharpe 53",158,9,,Middleton 4-16,30,30,1,0,0,0,4,2,4,1
-1,2017-09-17 00:00:00,Sanderstead,A,W,Opp,175,4,,Hackshall 79,176,8,,,34,40,4,4,8,1,11,2,6,6
-1,2017-09-24 00:00:00,"Chipstead, Coulsdon & Walcountians",H,L,Opp,153,8,,,125,10,,,35.4,40,5,1,10,4,5,3,10,3
-1,2022-04-24 00:00:00,Worcester Park,H,W,Opp,149,7,,Mubin Ahmed 3-23,150,8,,Soham De 50*,40,40,18,0,1,1,2,0,5,3
-1,2022-05-01 00:00:00,Riverside,H,W,TOCC,205,9,,Seymour D 114*,198,5,,,35,35,8,2,2,3,10,1,6,4
-1,2022-05-08 00:00:00,Warlingham,A,D,TOCC,245,8,,Springer 64,179,4,,,41,40,10,5,2,3,11,8,8,1
-1,2022-05-15 00:00:00,YRG Eagles,H,W,TOCC,192,4,,Seymour C 70,143,5,,,35,34.4,9,0,2,0,10,0,6,0
-1,2022-05-22 00:00:00,Merton Bears,A,W,TOCC,207,8,,"Patel J 66, Ahmed R 90",72,9,,Nair 3-5,40,40,3,1,2,0,2,0,10,3
-1,2022-06-03 00:00:00,Woodgreen,A,ND,TOCC,164,7,,,,,,abandoned - rain,35,,,,,,11,3,6,3
-1,2022-06-02 00:00:00,Steeple Langford,A,W,TOCC,198,8,,,152,7,,De 3-18,35,35,3,1,1,2,7,4,11,4
-1,2022-06-04 00:00:00,Fonthill Park,A,L,TOCC,146,8,,,152,,,Sajjid K 4-26,35,33.5,3,0,3,0,10,4,8,5
-1,2022-06-12 00:00:00,Beddington,A,W,TOCC,261,4,,"Ahmed R 86, Stevenson R 67, Seymour C 52",129,8,,,35,35,10,7,5,1,8,5,4,0
-1,2022-06-19 00:00:00,Richmond Legbreakers,H,L,TOCC,189,9,,Sharpe 86,190,9,,,40,39.5,6,2,7,1,19,6,14,1
-1,2022-06-26 00:00:00,Norwood Exiles,A,W,Opp,100,10,,,101,2,,,14.2,32.3,8,6,10,0,10,1,10,1
-1,2022-07-03 00:00:00,London Leopards,A,W,Opp,115,10,,Bhatt 4-20,119,4,,Sharpe 69*,26.2,18.4,15,0,4,0,1,3,13,0
-1,2022-07-10 00:00:00,Morden,A,W,Opp,210,7,,,211,8,,,39.3,40,4,5,14,7,15,1,6,0
-1,2022-07-17 00:00:00,Sanderstead,H,L,Opp,194,5,,,165,10,,,33.4,35,8,0,6,2,3,5,6,1
-1,2022-08-07 00:00:00,Worcester Park,A,W,TOCC,181,7,,,105,9,,,35,28.2,2,0,5,1,5,3,5,1
-1,2022-08-14 00:00:00,Norwood Exiles,H,W,Opp,190,8,,,191,7,,De S 84,37.2,40,7,0,15,6,11,15,8,1
-1,2022-08-28 00:00:00,Mitcham,A,L,Opp,260,7,,,140,10,,,31.4,35,9,3,15,3,2,2,6,4
-1,2022-09-04 00:00:00,Beddington,H,L,Opp,174,7,,,54,9,,,15.1,35,9,3,12,1,2,2,8,0
-1,2022-09-11 00:00:00,Battersea Ironsides,A,L,Opp,156,10,,bowling figures lost by opposition,141,9,,,35,35,0,0,0,0,15,9,0,7
-1,2022-09-18 00:00:00,Ploughman's Sunday XI,H,L,TOCC,136,9,,,137,3,,,40,29.3,6,0,0,2,4,5,15,1
-1,2022-09-25 00:00:00,Sanderstead,A,W,Opp,176,6,,,177,9,,,35.2,40,2,0,4,1,7,0,15,1
